USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0 119600  5824 ?        Ss   00:24   0:00 /sbin/init splash
root        92  0.0  0.0      0     0 ?        S    00:24   0:00 [scsi_eh_0]
root        93  0.0  0.0      0     0 ?        S<   00:24   0:00 [scsi_tmf_0]
root        94  0.0  0.0      0     0 ?        S    00:24   0:00 [scsi_eh_1]
root        95  0.0  0.0      0     0 ?        S<   00:24   0:00 [scsi_tmf_1]
root        97  0.0  0.0      0     0 ?        S    00:24   0:00 [scsi_eh_2]
root        98  0.0  0.0      0     0 ?        S<   00:24   0:00 [scsi_tmf_2]
root        99  0.0  0.0      0     0 ?        S    00:24   0:00 [scsi_eh_3]
root       100  0.0  0.0      0     0 ?        S<   00:24   0:00 [scsi_tmf_3]
root       103  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/1:1]
root       108  0.0  0.0      0     0 ?        S<   00:24   0:00 [ipv6_addrconf]
root       109  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/2:1]
root       122  0.0  0.0      0     0 ?        S<   00:24   0:00 [deferwq]
root       123  0.0  0.0      0     0 ?        S<   00:24   0:00 [charger_manager]
root       124  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/3:1]
root       125  0.0  0.0      0     0 ?        S<   00:24   0:00 [bioset]
root       128  0.0  0.0      0     0 ?        S<   00:24   0:00 [bioset]
root       129  0.0  0.0      0     0 ?        S<   00:24   0:00 [bioset]
root       135  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/4:1]
root       178  0.0  0.0      0     0 ?        S<   00:24   0:00 [kpsmoused]
root       180  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/5:1]
root       182  0.0  0.0      0     0 ?        S<   00:24   0:00 [kfd_process_wq]
root       183  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/7:1]
root       184  0.0  0.0      0     0 ?        S<   00:24   0:00 [ttm_swap]
root       186  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/6:1]
root       187  0.0  0.0      0     0 ?        S    00:24   0:00 [scsi_eh_4]
root       188  0.0  0.0      0     0 ?        S<   00:24   0:00 [scsi_tmf_4]
root       189  0.0  0.0      0     0 ?        S    00:24   0:00 [usb-storage]
root       191  0.0  0.0      0     0 ?        S<   00:24   0:00 [bioset]
root       193  0.0  0.0      0     0 ?        S<   00:24   0:00 [radeon-crtc]
root       194  0.0  0.0      0     0 ?        S<   00:24   0:00 [radeon-crtc]
root       195  0.0  0.0      0     0 ?        S<   00:24   0:00 [radeon-crtc]
root       196  0.0  0.0      0     0 ?        S<   00:24   0:00 [radeon-crtc]
root       197  0.0  0.0      0     0 ?        S<   00:24   0:00 [radeon-crtc]
root       198  0.0  0.0      0     0 ?        S<   00:24   0:00 [radeon-crtc]
root       210  0.0  0.0      0     0 ?        S<   00:24   0:00 [kdmflush]
root       211  0.0  0.0      0     0 ?        S<   00:24   0:00 [bioset]
root       222  0.0  0.0      0     0 ?        S<   00:24   0:00 [kworker/3:1H]
root       223  0.0  0.0      0     0 ?        S<   00:24   0:00 [kworker/1:1H]
root       224  0.0  0.0      0     0 ?        S<   00:24   0:00 [kworker/0:1H]
root       241  0.0  0.0      0     0 ?        S    00:24   0:00 [jbd2/dm-0-8]
root       242  0.0  0.0      0     0 ?        S<   00:24   0:00 [ext4-rsv-conver]
root       279  0.0  0.0      0     0 ?        S    00:24   0:00 [kauditd]
root       281  0.0  0.0  35376  4004 ?        Ss   00:24   0:00 /lib/systemd/systemd-journald
root       303  0.0  0.0 102968  3676 ?        Ss   00:24   0:00 /sbin/lvmetad -f
root       309  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/0:2]
root       316  0.0  0.0  46260  5324 ?        Ss   00:24   0:00 /lib/systemd/systemd-udevd
root       319  0.0  0.0      0     0 ?        S<   00:24   0:00 [kworker/6:1H]
root       340  0.0  0.0      0     0 ?        S<   00:24   0:00 [kworker/4:1H]
root       415  0.0  0.0      0     0 ?        S<   00:24   0:00 [edac-poller]
root       418  0.0  0.0      0     0 ?        S    00:24   0:00 [irq/27-mei_me]
root       566  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/1:3]
root       567  0.0  0.0      0     0 ?        S<   00:24   0:00 [kvm-irqfd-clean]
root       576  0.0  0.0      0     0 ?        S<   00:24   0:00 [kdmflush]
root       577  0.0  0.0      0     0 ?        S<   00:24   0:00 [bioset]
root       580  0.0  0.0      0     0 ?        S<   00:24   0:00 [kworker/5:1H]
root       590  0.0  0.0      0     0 ?        S<   00:24   0:00 [ext4-rsv-conver]
root       627  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/5:2]
systemd+   643  0.0  0.0 102384  2580 ?        Ssl  00:24   0:00 /lib/systemd/systemd-timesyncd
message+   734  0.0  0.0  44252  5072 ?        Ss   00:24   0:00 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
root       773  0.0  0.0  29012  3060 ?        Ss   00:24   0:00 /usr/sbin/cron -f
root       775  0.0  0.0  28644  3088 ?        Ss   00:24   0:00 /lib/systemd/systemd-logind
root       782  0.0  0.1 291288 10444 ?        Ssl  00:24   0:00 /usr/lib/accountsservice/accounts-daemon
root       788  0.0  0.1 337364  8684 ?        Ssl  00:24   0:00 /usr/sbin/ModemManager
root       798  0.0  0.0   4400  1292 ?        Ss   00:24   0:00 /usr/sbin/acpid
avahi      801  0.0  0.0  44916  3576 ?        Ss   00:24   0:00 avahi-daemon: running [vicubuntu.local]
whoopsie   803  0.0  0.1 378412 14644 ?        Ssl  00:24   0:00 /usr/bin/whoopsie -f
root       807  0.0  0.1 166328  8840 ?        Ssl  00:24   0:00 /usr/sbin/thermald --no-daemon --dbus-enable
root       809  0.0  0.2 455764 17084 ?        Ssl  00:24   0:00 /usr/sbin/NetworkManager --no-daemon
syslog     811  0.0  0.0 256396  5324 ?        Ssl  00:24   0:00 /usr/sbin/rsyslogd -n
root       899  0.0  0.0  19472   244 ?        Ss   00:24   0:00 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
avahi      904  0.0  0.0  44788   344 ?        S    00:24   0:00 avahi-daemon: chroot helper
root       905  0.0  0.1 274824  9456 ?        Ssl  00:24   0:00 /usr/sbin/cups-browsed
root       929  0.0  0.1 292164 10232 ?        Ssl  00:24   0:00 /usr/sbin/lightdm
root       932  0.0  0.1 297404 12832 ?        Ssl  00:24   0:00 /usr/lib/policykit-1/polkitd --no-debug
root       934  0.0  0.0      0     0 ?        S<   00:24   0:00 [kworker/2:1H]
root       941  0.0  0.0      0     0 ?        S<   00:24   0:00 [kworker/7:1H]
root       956  0.0  0.0  65520  5644 ?        Ss   00:24   0:00 /usr/sbin/sshd -D
root       968  0.0  0.0      0     0 ?        S    00:24   0:00 [kworker/6:2]
root       977  2.5  1.2 565196 102924 tty7    Ssl+ 00:24   0:55 /usr/lib/xorg/Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch
root       978  0.0  0.0  15944  1808 tty1     Ss+  00:24   0:00 /sbin/agetty --noclear tty1 linux
root       994  0.0  0.0  16124  3732 ?        S    00:24   0:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /var/run/dhclient-enp3s0.pid -lf /var/lib/NetworkManager/dhclient-c88232a7-f8fa-3126-9f4c-01c91bfa4ca9-enp3s0.lease -cf /var/lib/NetworkManager/dhclient-enp3s0.conf enp3s0
root       999  0.0  0.0 228240  6300 ?        Sl   00:24   0:00 lightdm --session-child 12 15
victor    1014  0.0  0.0  45240  5100 ?        Ss   00:24   0:00 /lib/systemd/systemd --user
victor    1015  0.0  0.0  63216  1864 ?        S    00:24   0:00 (sd-pam)
nobody    1019  0.0  0.0  52872  4144 ?        S    00:24   0:00 /usr/sbin/dnsmasq --no-resolv --keep-in-foreground --no-hosts --bind-interfaces --pid-file=/var/run/NetworkManager/dnsmasq.pid --listen-address=127.0.1.1 --cache-size=0 --conf-file=/dev/null --proxy-dnssec --enable-dbus=org.freedesktop.NetworkManager.dnsmasq --conf-dir=/etc/NetworkManager/dnsmasq.d
victor    1054  0.0  0.0  46488  4692 ?        Ss   00:24   0:00 /sbin/upstart --user
victor    1258  0.0  0.0  32864   288 ?        S    00:25   0:00 upstart-udev-bridge --daemon --user
victor    1266  0.0  0.0  43896  4308 ?        Ss   00:25   0:00 dbus-daemon --fork --session --address=unix:abstract=/tmp/dbus-W9o7bDvnc0
victor    1278  0.0  0.1  86356  8844 ?        Ss   00:25   0:00 /usr/lib/x86_64-linux-gnu/hud/window-stack-bridge
victor    1302  0.0  0.0  32800   308 ?        S    00:25   0:00 upstart-dbus-bridge --daemon --system --user --bus-name system
victor    1303  0.0  0.0  32800   308 ?        S    00:25   0:00 upstart-dbus-bridge --daemon --session --user --bus-name session
victor    1312  0.0  0.0  41292  2188 ?        S    00:25   0:00 upstart-file-bridge --daemon --user
victor    1313  0.1  0.1 358596 11028 ?        Ssl  00:25   0:03 /usr/bin/ibus-daemon --daemonize --xim
victor    1322  0.0  0.0 274528  6356 ?        Sl   00:25   0:00 /usr/lib/gvfs/gvfsd
victor    1331  0.0  0.1 419960  9224 ?        Sl   00:25   0:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
victor    1332  0.0  0.0 205200  6796 ?        Sl   00:25   0:00 gnome-keyring-daemon --start --components ssh
victor    1343  0.0  0.0 166544   728 ?        Ss   00:25   0:00 gpg-agent --homedir /home/victor/.gnupg --use-standard-socket --daemon
victor    1345  0.0  0.0 277552  7992 ?        Sl   00:25   0:00 /usr/lib/ibus/ibus-dconf
victor    1346  0.0  0.3 479760 30004 ?        Sl   00:25   0:01 /usr/lib/ibus/ibus-ui-gtk3
victor    1355  0.0  0.2 430136 20660 ?        Sl   00:25   0:00 /usr/lib/ibus/ibus-x11 --kill-daemon
victor    1373  0.0  0.3 929968 31516 ?        Ssl  00:25   0:00 /usr/lib/unity-settings-daemon/unity-settings-daemon
victor    1374  0.0  0.3 525152 27024 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/bamf/bamfdaemon
victor    1378  1.2  1.5 1603272 125092 ?      Ssl  00:25   0:27 compiz
victor    1382  0.0  0.0 353736  8056 ?        Ssl  00:25   0:00 /usr/lib/at-spi2-core/at-spi-bus-launcher --launch-immediately
victor    1383  0.0  0.1 634312 15268 ?        Ssl  00:25   0:00 /usr/lib/gnome-session/gnome-session-binary --session=ubuntu
victor    1386  0.0  0.5 646196 41304 ?        Ssl  00:25   0:01 /usr/lib/x86_64-linux-gnu/unity/unity-panel-service
victor    1390  0.0  0.4 650620 39900 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/hud/hud-service
victor    1395  0.0  0.0  43024  4028 ?        S    00:25   0:00 /usr/bin/dbus-daemon --config-file=/etc/at-spi2/accessibility.conf --nofork --print-address 3
victor    1433  0.0  0.0 206880  6508 ?        Sl   00:25   0:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
victor    1452  0.0  0.0 178660  4780 ?        Sl   00:25   0:00 /usr/lib/dconf/dconf-service
root      1474  0.0  0.1 347188 10164 ?        Ssl  00:25   0:00 /usr/lib/upower/upowerd
victor    1483  0.0  0.1 500748 11960 ?        S<l  00:25   0:00 /usr/bin/pulseaudio --start --log-target=syslog
rtkit     1489  0.0  0.0 183544  3040 ?        SNsl 00:25   0:00 /usr/lib/rtkit/rtkit-daemon
victor    1517  0.0  0.0 201688  7772 ?        Sl   00:25   0:00 /usr/lib/ibus/ibus-engine-simple
victor    1519  0.0  0.1 360208  8532 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/indicator-messages/indicator-messages-service
victor    1520  0.0  0.1 349056  9944 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/indicator-bluetooth/indicator-bluetooth-service
victor    1522  0.0  0.1 360704 11084 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/indicator-power/indicator-power-service
victor    1524  0.0  0.2 1239788 21376 ?       Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/indicator-datetime/indicator-datetime-service
victor    1528  0.0  0.3 651124 26152 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/indicator-keyboard/indicator-keyboard-service --use-gtk
victor    1529  0.0  0.1 823304 12264 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/indicator-sound/indicator-sound-service
victor    1530  0.0  0.2 549812 23808 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/indicator-printers/indicator-printers-service
victor    1531  0.0  0.1 636328 10588 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/indicator-session/indicator-session-service
victor    1532  0.0  0.1 403180 15024 ?        Ssl  00:25   0:00 /usr/lib/x86_64-linux-gnu/indicator-application/indicator-application-service
victor    1573  0.0  0.2 577048 22004 ?        Sl   00:25   0:00 /usr/lib/unity-settings-daemon/unity-fallback-mount-helper
victor    1574  0.0  0.4 591464 34568 ?        Sl   00:25   0:00 nm-applet
colord    1575  0.0  0.1 313624 12764 ?        Ssl  00:25   0:00 /usr/lib/colord/colord
victor    1583  0.0  0.6 1330172 50284 ?       Sl   00:25   0:00 nautilus -n
victor    1584  0.0  0.2 431636 20088 ?        Sl   00:25   0:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
victor    1585  0.0  0.0   4508   708 ?        S    00:25   0:00 /bin/sh ./bin//jetbrains-toolbox --minimize
victor    1591  0.0  0.1 296384 11616 ?        Sl   00:25   0:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
victor    1593  0.0  0.0 322260  4696 ?        Ssl  00:25   0:00 /home/victor/.local/share/JetBrains/Toolbox/bin/jetbrains-toolbox --minimize
root      1615  0.0  0.1 382824 10308 ?        Ssl  00:25   0:00 /usr/lib/udisks2/udisksd --no-debug
victor    1626  0.0  1.0 1739780 89056 ?       Sl   00:25   0:00 share/jetbrains-toolbox/jetbrains-toolbox --disable-gpu --minimize
victor    1653  0.0  0.2 630720 23448 ?        Sl   00:25   0:00 /usr/lib/evolution/evolution-source-registry
victor    1659  0.0  0.0 257544  6392 ?        Sl   00:25   0:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
victor    1674  0.0  0.0 271856  7156 ?        Sl   00:25   0:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
root      1678  0.0  0.4 635252 35104 ?        Sl   00:25   0:00 /usr/lib/x86_64-linux-gnu/fwupd/fwupd
victor    1684  0.0  0.0 259532  6684 ?        Sl   00:25   0:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
victor    1689  0.0  0.1 403616  8908 ?        Sl   00:25   0:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
root      1694  0.0  0.0      0     0 ?        S    00:25   0:00 [kworker/4:2]
victor    1707  0.0  0.7 869872 62560 ?        Sl   00:25   0:00 /usr/lib/evolution/evolution-calendar-factory
victor    1710  0.0  0.1 363676  8716 ?        Sl   00:25   0:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.3 /org/gtk/gvfs/exec_spaw/0
victor    1730  0.0  0.0 186064  5236 ?        Sl   00:25   0:00 /usr/lib/gvfs/gvfsd-metadata
victor    1746  0.0  0.6 888352 53360 ?        Sl   00:25   0:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory contacts --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1707x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1707/2
victor    1761  0.0  0.2 697304 21428 ?        Sl   00:25   0:00 /usr/lib/evolution/evolution-addressbook-factory
victor    1763  0.0  0.6 1069212 52328 ?       Sl   00:25   0:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1707x3 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1707/3
victor    1783  0.0  0.2 772776 21164 ?        Sl   00:25   0:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1761x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1761/2
victor    1922  0.0  0.0  61176  5372 ?        S    00:25   0:00 /usr/lib/x86_64-linux-gnu/gconf/gconfd-2
victor    1947  0.0  0.0   4508   788 ?        S    00:25   0:00 /bin/sh -c /usr/lib/x86_64-linux-gnu/zeitgeist/zeitgeist-maybe-vacuum; /usr/bin/zeitgeist-daemon
victor    1951  0.0  0.1 423428 10828 ?        Sl   00:25   0:00 /usr/bin/zeitgeist-daemon
victor    1958  0.0  0.1 321468 15260 ?        Sl   00:25   0:00 /usr/lib/x86_64-linux-gnu/zeitgeist-fts
victor    1960  0.0  0.2 489960 18676 ?        Sl   00:25   0:00 zeitgeist-datahub
victor    2075  0.0  0.3 449792 29756 ?        Sl   00:25   0:01 /usr/lib/x86_64-linux-gnu/notify-osd
victor    2122  7.4  3.9 3545744 323008 ?      Sl   00:26   2:36 qtcreator
victor    2139  0.0  0.3 526364 28188 ?        Sl   00:26   0:00 update-notifier
victor    2190  0.0  0.1 441308  8492 ?        Sl   00:27   0:00 /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor
root      2997  0.0  0.0      0     0 ?        S    00:40   0:00 [kworker/3:0]
root      3000  0.0  0.0      0     0 ?        S    00:40   0:00 [kworker/u16:3]
victor    3257  8.9  8.1 2797588 662140 ?      Sl   00:46   1:14 /usr/lib/firefox/firefox
root      3438  0.0  0.0      0     0 ?        S    00:50   0:00 [kworker/u16:2]
victor    4205  7.0  0.8 953184 68772 ?        Sl   01:00   0:00 /home/victor/UFRN/c-c++/Gerenciador-de-Tarefas/build-trabalho_primeira_unidade_STR-Desktop-Debug/trabalho_primeira_unidade_STR
victor    4230  0.0  0.0   4508   760 ?        S    01:00   0:00 sh -c ps -aux > meusProcessos.txt
victor    4231  0.0  0.0  37368  3352 ?        R    01:00   0:00 ps -aux
